,location,total_sqft,bath,price,bhk
4430,Kengeri,750.0,2.0,36.5,2.0
4432,Kengeri,416.0,1.0,18.0,1.0
4434,Kengeri,883.0,2.0,49.0,2.0
4435,Kengeri,1052.0,2.0,51.0,2.0
4436,Kengeri,1220.0,2.0,63.0,2.0
4437,Kengeri,1150.0,1.0,52.0,1.0
4438,Kengeri,1192.0,2.0,53.5,2.0
4440,Kengeri,750.0,2.0,40.0,2.0
4441,Kengeri,1035.0,2.0,51.5,2.0
4442,Kengeri,3000.0,5.0,130.0,8.0
4443,Kengeri,410.0,1.0,15.0,1.0
4444,Kengeri,416.0,1.0,17.19,1.0
4447,Kengeri,2500.0,4.0,100.0,5.0
4448,Kengeri,550.0,1.0,16.75,1.0
4449,Kengeri Satellite Town,890.0,2.0,35.0,2.0
4450,Kengeri Satellite Town,883.0,2.0,45.0,2.0
4451,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
4452,Kengeri Satellite Town,930.0,1.0,30.0,1.0
4453,Kengeri Satellite Town,1635.0,2.0,78.0,3.0
4454,Kengeri Satellite Town,1050.0,2.0,43.0,2.0
4455,Kengeri Satellite Town,1007.0,2.0,42.0,2.0
4456,Kengeri Satellite Town,635.0,1.0,22.0,2.0
4457,Kengeri Satellite Town,818.0,2.0,26.0,2.0
4458,Kengeri Satellite Town,1030.0,2.0,50.0,2.0
4459,Kengeri Satellite Town,1200.0,2.0,65.0,2.0
4460,Kengeri Satellite Town,795.0,2.0,32.0,2.0
4461,Kengeri Satellite Town,1302.5,2.0,44.285,2.0
4462,Kengeri Satellite Town,800.0,2.0,40.0,2.0
4463,Kengeri Satellite Town,654.0,1.0,22.0,1.0
4464,Kengeri Satellite Town,1060.0,2.0,42.0,2.0
4465,Kengeri Satellite Town,750.0,2.0,33.0,2.0
4466,Kengeri Satellite Town,920.0,2.0,39.0,2.0
4467,Kengeri Satellite Town,985.0,2.0,42.0,2.0
4468,Kengeri Satellite Town,410.0,1.0,15.0,1.0
4469,Kengeri Satellite Town,1120.0,2.0,49.0,2.0
4471,Kengeri Satellite Town,1110.0,2.0,43.0,2.0
4472,Kengeri Satellite Town,1170.0,2.0,50.0,2.0
4473,Kengeri Satellite Town,777.4,2.0,25.0,2.0
4474,Kengeri Satellite Town,800.0,2.0,32.0,2.0
4475,Kereguddadahalli,950.0,2.0,32.0,2.0
4476,Kereguddadahalli,1400.0,2.0,48.0,3.0
4477,Kereguddadahalli,800.0,2.0,28.0,2.0
4478,Kereguddadahalli,904.0,2.0,30.0,2.0
4480,Kereguddadahalli,1000.0,2.0,30.0,2.0
4481,Kereguddadahalli,1240.0,3.0,41.0,3.0
4482,Kereguddadahalli,600.0,1.0,19.5,1.0
4483,Kereguddadahalli,1080.0,2.0,32.0,2.0
4484,Kereguddadahalli,1000.0,2.0,34.0,2.0
4487,Kereguddadahalli,1015.0,2.0,35.0,2.0
4488,Kodichikkanahalli,1190.0,2.0,57.0,3.0
4489,Kodichikkanahalli,995.0,2.0,41.0,2.0
4490,Kodichikkanahalli,2700.0,7.0,125.0,5.0
4491,Kodichikkanahalli,1495.0,2.0,75.0,3.0
4492,Kodichikkanahalli,1125.0,2.0,52.0,2.0
4493,Kodichikkanahalli,1150.0,2.0,48.0,2.0
4494,Kodichikkanahalli,1070.0,2.0,43.0,2.0
4495,Kodichikkanahalli,1620.0,2.0,85.0,3.0
4497,Kodichikkanahalli,1026.0,2.0,45.0,2.0
4498,Kodichikkanahalli,2500.0,7.0,125.0,5.0
4499,Kodichikkanahalli,450.0,1.0,18.0,1.0
4500,Kodichikkanahalli,907.0,2.0,38.5,2.0
4501,Kodichikkanahalli,1181.0,2.0,57.0,2.0
4502,Kodichikkanahalli,900.0,2.0,42.0,2.0
4504,Kodichikkanahalli,1400.0,3.0,66.0,3.0
4505,Kodichikkanahalli,976.0,2.0,50.0,2.0
4506,Kodichikkanahalli,2700.0,4.0,125.0,5.0
4507,Kodichikkanahalli,1299.0,2.0,58.0,2.0
4508,Kodigehaali,1166.0,2.0,55.0,2.0
4509,Kodigehaali,1320.0,3.0,65.0,3.0
4510,Kodigehaali,1117.0,2.0,56.0,2.0
4511,Kodigehaali,1200.0,2.0,55.0,2.0
4512,Kodigehaali,1200.0,2.0,60.0,2.0
4513,Kodigehaali,2120.0,3.0,177.0,3.0
4514,Kodigehaali,1013.0,2.0,51.0,2.0
4515,Kodigehaali,1324.0,3.0,65.0,3.0
4516,Kodigehaali,965.0,2.0,38.0,2.0
4517,Kodigehaali,866.0,2.0,32.0,2.0
4518,Kodigehaali,1442.0,3.0,80.0,3.0
4519,Kodigehalli,1270.0,2.0,98.0,2.0
4520,Kodigehalli,1200.0,2.0,48.0,2.0
4521,Kodigehalli,655.0,1.0,53.0,1.0
4522,Kodigehalli,1820.0,3.0,150.0,3.0
4523,Kodigehalli,635.0,1.0,28.0,2.0
4524,Kodigehalli,1200.0,4.0,156.0,3.0
4525,Kodihalli,3252.0,5.0,335.0,4.0
4526,Kodihalli,2700.0,4.0,270.0,3.0
4527,Kodihalli,2392.0,4.0,260.0,3.0
4528,Kodihalli,2408.0,4.0,260.0,3.0
4529,Kodihalli,2500.0,4.0,260.0,3.0
4530,Kodihalli,1620.0,3.0,130.0,3.0
4531,Kodihalli,3260.0,5.0,388.0,4.0
4532,Kodihalli,3197.0,5.0,335.0,4.0
4533,Kodihalli,1490.0,2.0,150.0,2.0
4534,Kogilu,1909.0,3.0,88.0,3.0
4536,Kogilu,1170.0,2.0,51.99,2.0
4537,Kogilu,650.0,2.0,28.0,2.0
4538,Kogilu,1140.0,2.0,50.66,2.0
4539,Kogilu,1200.0,2.0,53.33,2.0
4540,Kogilu,1934.0,3.0,150.0,3.0
4541,Kogilu,540.0,1.0,36.0,1.0
4542,Kogilu,1559.0,3.0,127.0,3.0
4543,Kogilu,1190.0,2.0,50.66,2.0
4544,Kogilu,1140.0,2.0,50.66,2.0
4545,Kogilu,1559.0,3.0,120.0,3.0
4546,Kogilu,700.0,1.0,30.84,1.0
4547,Kogilu,1250.0,2.0,55.55,2.0
4548,Kogilu,1200.0,2.0,53.33,2.0
4549,Kogilu,952.0,2.0,49.0,2.0
4550,Kogilu,700.0,1.0,30.84,1.0
4551,Kogilu,1250.0,2.0,55.55,2.0
4552,Kogilu,2456.0,7.0,85.0,7.0
4553,Kogilu,1140.0,2.0,50.66,2.0
4554,Kogilu,1140.0,2.0,50.66,2.0
4555,Konanakunte,2791.0,3.0,223.0,3.0
4556,Konanakunte,884.0,1.0,58.0,2.0
4557,Konanakunte,1200.0,4.0,125.0,4.0
4558,Konanakunte,1200.0,2.0,130.0,4.0
4559,Konanakunte,2400.0,2.0,180.0,3.0
4560,Konanakunte,3746.0,6.0,375.0,4.0
4561,Konanakunte,1423.0,2.0,85.0,3.0
4562,Koramangala,1320.0,2.0,165.0,2.0
4563,Koramangala,1253.0,2.0,102.0,2.0
4564,Koramangala,1580.0,3.0,160.0,3.0
4566,Koramangala,3500.0,5.0,425.0,4.0
4567,Koramangala,1005.0,1.0,110.0,2.0
4568,Koramangala,2292.0,4.0,275.0,3.0
4570,Koramangala,1290.0,2.0,100.0,2.0
4571,Koramangala,1300.0,2.0,110.0,2.0
4573,Koramangala,1325.0,2.0,119.0,2.0
4574,Koramangala,1140.0,2.0,75.2,2.0
4575,Koramangala,1260.0,2.0,100.0,2.0
4576,Koramangala,1975.0,3.0,210.0,3.0
4577,Koramangala,1900.0,2.0,200.0,2.0
4579,Koramangala,2292.0,3.0,286.0,3.0
4580,Koramangala,2300.0,3.0,290.0,3.0
4583,Koramangala,2503.0,6.0,325.0,4.0
4585,Koramangala,1320.0,2.0,150.0,2.0
4586,Koramangala,1320.0,2.0,110.0,2.0
4587,Koramangala,5985.0,4.0,775.0,4.0
4588,Koramangala,2461.0,6.0,353.0,4.0
4590,Koramangala,2246.0,3.0,300.0,3.0
4593,Koramangala,1083.0,2.0,100.0,2.0
4594,Koramangala,1744.0,3.0,200.0,3.0
4595,Koramangala,1180.0,2.0,128.0,2.0
4596,Koramangala,1320.0,2.0,160.0,2.0
4597,Koramangala,1370.0,2.0,125.0,2.0
4598,Koramangala,1100.0,2.0,85.0,2.0
4599,Koramangala,1249.0,2.0,165.0,2.0
4600,Koramangala,1200.0,2.0,100.0,2.0
4602,Koramangala,2223.0,3.0,300.0,3.0
4603,Koramangala,1744.0,4.0,210.0,3.0
4604,Koramangala,1866.0,4.0,245.0,3.0
4605,Koramangala,1320.0,2.0,160.0,2.0
4606,Koramangala,1350.0,2.0,103.0,2.0
4607,Koramangala,6000.0,4.0,625.0,4.0
4609,Koramangala,1320.0,2.0,160.0,2.0
4610,Koramangala,1710.0,3.0,210.0,3.0
4611,Koramangala,1355.0,2.0,95.0,2.0
4612,Koramangala,1600.0,3.0,170.0,3.0
4613,Koramangala,1260.0,2.0,100.0,2.0
4616,Kothannur,1206.0,2.0,48.23,2.0
4618,Kothannur,1100.0,2.0,40.0,2.0
4619,Kothannur,1197.0,2.0,47.88,2.0
4620,Kothannur,1197.0,2.0,47.8,2.0
4621,Kothannur,1070.0,2.0,42.79,2.0
4624,Kothannur,1070.0,2.0,38.6,2.0
4625,Kothannur,1485.0,2.0,59.4,3.0
4626,Kothannur,1215.0,2.0,48.6,3.0
4627,Kothannur,1404.0,2.0,56.15,3.0
4628,Kothanur,1200.0,2.0,51.0,2.0
4629,Kothanur,2400.0,2.0,150.0,3.0
4630,Kothanur,1828.0,3.0,110.0,3.0
4631,Kothanur,1186.0,2.0,58.0,2.0
4633,Kothanur,1847.0,3.0,105.0,3.0
4635,Kothanur,9600.0,5.0,550.0,5.0
4636,Kothanur,1435.0,3.0,70.0,3.0
4637,Kothanur,1187.0,2.0,58.0,2.0
4638,Kothanur,1847.0,3.0,110.0,3.0
4639,Kothanur,1460.0,3.0,71.0,3.0
4640,Kothanur,1185.0,2.0,59.0,2.0
4641,Kothanur,1436.0,3.0,70.0,3.0
4642,Kothanur,1462.0,3.0,71.0,3.0
4643,Kothanur,1790.0,3.0,105.0,3.0
4645,Kothanur,1070.0,2.0,45.5,2.0
4647,Kothanur,1145.0,2.0,56.0,2.0
4648,Kothanur,3401.0,5.0,230.0,4.0
4649,Kothanur,1455.0,2.0,69.0,2.0
4650,Kothanur,627.0,1.0,30.0,1.0
4651,Kothanur,1302.0,2.0,68.5,2.0
4652,Kothanur,1760.0,3.0,111.0,3.0
4653,Kothanur,1185.0,2.0,58.0,2.0
4654,Kothanur,1500.0,1.0,75.0,1.0
4655,Kothanur,1075.0,2.0,53.0,2.0
4656,Kothanur,1790.0,3.0,97.0,3.0
4657,Kothanur,2700.0,4.0,175.0,4.0
4658,Kothanur,1786.0,2.0,106.0,3.0
4659,Kothanur,1787.0,3.0,107.0,3.0
4660,Kothanur,1141.0,2.0,54.0,2.0
4661,Kothanur,1760.0,3.0,110.0,3.0
4663,Kothanur,1160.0,2.0,57.0,2.0
4664,Kothanur,1095.0,2.0,55.0,2.0
4665,Kothanur,1142.0,2.0,56.0,2.0
4666,Kothanur,1074.0,2.0,54.0,2.0
4667,Kothanur,1285.0,2.0,60.0,2.0
4668,Kothanur,1075.0,2.0,53.0,2.0
4669,Kothanur,1140.0,2.0,56.0,2.0
4670,Kothanur,1400.0,2.0,70.0,2.0
4673,Kothanur,1140.0,2.0,56.0,2.0
4674,Kothanur,1787.0,3.0,120.0,3.0
4675,Kothanur,1185.0,2.0,59.0,2.0
4677,Kothanur,1790.0,3.0,105.0,3.0
4678,Kothanur,1130.0,2.0,55.0,2.0
4679,Kothanur,1094.0,2.0,54.0,2.0
4680,Kothanur,1170.0,3.0,80.0,3.0
4681,Kothanur,1400.0,2.0,65.0,2.0
4682,Kothanur,1195.0,2.0,59.0,2.0
4683,Kothanur,1790.0,3.0,120.0,3.0
4684,Kothanur,1454.0,3.0,71.5,3.0
4685,Kudlu,1152.0,2.0,53.5,2.0
4686,Kudlu,1027.0,2.0,43.0,2.0
4687,Kudlu,1092.0,2.0,44.0,2.0
4688,Kudlu,1027.0,2.0,43.0,2.0
4689,Kudlu,1092.0,2.0,44.0,2.0
4690,Kudlu,1143.0,2.0,55.0,2.0
4692,Kudlu,1024.0,2.0,44.0,2.0
4694,Kudlu,1600.0,3.0,79.0,3.0
4695,Kudlu,1027.0,2.0,42.0,2.0
4696,Kudlu,1076.0,2.0,50.0,2.0
4697,Kudlu,1027.0,2.0,44.0,2.0
4698,Kudlu,1084.0,2.0,53.0,2.0
4699,Kudlu,1300.0,2.0,56.0,2.0
4700,Kudlu,1027.0,2.0,44.0,2.0
4701,Kudlu,1245.0,2.0,60.0,3.0
4702,Kudlu,1027.0,2.0,44.0,2.0
4703,Kudlu,1110.0,2.0,46.0,2.0
4704,Kudlu,2100.0,3.0,114.0,4.0
4705,Kudlu,1027.0,2.0,44.0,2.0
4706,Kudlu,720.0,1.0,33.0,1.0
4707,Kudlu,1027.0,2.0,44.0,2.0
4708,Kudlu,1162.0,2.0,52.0,2.0
4709,Kudlu,1041.0,2.0,53.0,2.0
4710,Kudlu Gate,1535.0,3.0,83.0,3.0
4711,Kudlu Gate,1535.0,3.0,85.0,3.0
4713,Kudlu Gate,1535.0,3.0,86.0,3.0
4714,Kudlu Gate,1564.0,2.0,92.0,3.0
4716,Kudlu Gate,1238.0,2.0,55.0,2.0
4717,Kudlu Gate,1707.0,2.0,99.745,3.0
4718,Kudlu Gate,1335.0,3.0,89.0,3.0
4719,Kudlu Gate,703.0,1.0,52.0,1.0
4720,Kudlu Gate,1535.0,3.0,86.0,3.0
4721,Kudlu Gate,1532.0,3.0,83.0,3.0
4722,Kudlu Gate,1113.0,2.0,50.0,2.0
4724,Kudlu Gate,1185.0,2.0,50.0,2.0
4728,Kudlu Gate,1215.0,2.0,45.0,2.0
4729,Kudlu Gate,812.0,2.0,38.25,2.0
4730,Kudlu Gate,1547.0,2.0,103.0,2.0
4731,Kudlu Gate,1336.0,2.0,86.0,2.0
4732,Kudlu Gate,1919.0,3.0,121.0,3.0
4733,Kudlu Gate,1464.0,3.0,56.0,2.0
4734,Kudlu Gate,1535.0,3.0,85.0,3.0
4735,Kudlu Gate,1850.0,3.0,120.0,3.0
4736,Kudlu Gate,940.0,2.0,69.57,2.0
4737,Kudlu Gate,1215.0,2.0,44.96,2.0
4738,Kudlu Gate,1164.0,2.0,75.0,2.0
4739,Kudlu Gate,3850.0,6.0,205.0,4.0
4740,Kudlu Gate,1183.0,2.0,79.54,2.0
4741,Kudlu Gate,1850.0,3.0,110.0,3.0
4743,Kudlu Gate,1183.0,2.0,79.54,2.0
4744,Kudlu Gate,1200.0,2.0,44.4,2.0
4746,Kudlu Gate,1310.0,2.0,53.0,2.0
4747,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4748,Kumaraswami Layout,1000.0,2.0,48.5,2.0
4749,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4750,Kumaraswami Layout,2400.0,7.0,125.0,7.0
4751,Kumaraswami Layout,2400.0,2.0,125.0,3.0
4752,Kumaraswami Layout,1310.0,2.0,70.0,3.0
4753,Kumaraswami Layout,850.0,1.0,78.0,1.0
4754,Kumaraswami Layout,3200.0,7.0,150.0,7.0
4755,Kumaraswami Layout,1310.0,2.0,85.0,3.0
4756,Kumaraswami Layout,2450.0,3.0,110.0,4.0
4757,Kumaraswami Layout,3100.0,7.0,145.0,7.0
4758,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4759,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4760,Kundalahalli,1724.0,3.0,125.0,3.0
4761,Kundalahalli,1030.0,2.0,49.0,2.0
4762,Kundalahalli,735.0,2.0,57.99,2.0
4763,Kundalahalli,1047.0,2.0,82.0,2.0
4764,Kundalahalli,1397.0,3.0,105.0,3.0
4765,Kundalahalli,1724.0,3.0,127.0,3.0
4766,Kundalahalli,1010.0,2.0,49.27,2.0
4767,Kundalahalli,1397.0,3.0,110.0,3.0
4768,Kundalahalli,1397.0,3.0,104.0,3.0
4769,Kundalahalli,1397.0,3.0,108.0,3.0
4770,Kundalahalli,1920.0,3.0,150.0,3.0
4771,Kundalahalli,1397.0,3.0,105.0,3.0
4773,Kundalahalli,1724.0,3.0,124.0,3.0
4774,Kundalahalli,1047.0,2.0,84.0,2.0
4775,Kundalahalli,1047.0,2.0,83.0,2.0
4776,Kundalahalli,7000.0,4.0,550.0,4.0
4778,Kundalahalli,1120.0,2.0,53.76,2.0
4779,Kundalahalli,1047.0,2.0,82.62,2.0
4780,Kundalahalli,1047.0,2.0,91.0,2.0
4781,Kundalahalli,1724.0,3.0,146.0,3.0
4782,Kundalahalli,1600.0,3.0,170.0,3.0
4784,Kundalahalli,1724.0,3.0,125.0,3.0
4785,Kundalahalli,1010.0,2.0,48.27,2.0
4786,Kundalahalli,1047.0,2.0,89.0,2.0
4787,Kundalahalli,2500.0,5.0,245.0,4.0
4788,Kundalahalli,1397.0,3.0,105.0,3.0
4790,Kundalahalli,1047.0,2.0,72.0,2.0
4791,Kundalahalli,1260.0,2.0,58.0,2.0
4792,Kundalahalli,3092.0,4.0,230.0,4.0
4793,Kundalahalli,1065.0,2.0,70.0,2.0
4794,Kundalahalli,1724.0,3.0,146.0,3.0
4795,Kundalahalli,1047.0,2.0,91.0,2.0
4796,Kundalahalli,1724.0,3.0,128.0,3.0
4797,Kundalahalli,1315.0,2.0,74.0,2.0
4798,Kundalahalli,2100.0,3.0,150.0,3.0
4799,Kundalahalli,1724.0,3.0,125.0,3.0
4800,Kundalahalli,1724.0,3.0,140.0,3.0
4801,Kundalahalli,1175.0,2.0,65.0,2.0
4803,LB Shastri Nagar,1043.0,2.0,55.0,2.0
4804,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4805,LB Shastri Nagar,665.0,1.0,32.0,1.0
4806,LB Shastri Nagar,1250.0,2.0,48.5,2.0
4807,LB Shastri Nagar,1400.0,2.0,80.0,3.0
4808,LB Shastri Nagar,1184.0,2.0,62.0,2.0
4809,LB Shastri Nagar,1200.0,2.0,47.0,2.0
4810,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4811,LB Shastri Nagar,1000.0,2.0,49.5,2.0
4812,Laggere,2800.0,5.0,125.0,5.0
4813,Laggere,1200.0,3.0,130.0,3.0
4814,Laggere,1200.0,1.0,125.0,1.0
4815,Laggere,1200.0,2.0,75.0,2.0
4816,Laggere,620.0,2.0,48.0,1.0
4817,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4818,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
4819,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4820,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4821,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4822,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4823,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4824,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
4825,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4826,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4827,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4828,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4829,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4830,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4831,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4832,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4833,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4834,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4835,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4836,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4837,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4838,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4839,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4840,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4841,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4842,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4843,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4844,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4845,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4846,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4847,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4848,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4849,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4850,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4851,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4852,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4853,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4854,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4855,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4856,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4857,Lingadheeranahalli,1894.0,4.0,114.0,3.0
4858,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4859,Magadi Road,3600.0,6.0,141.0,6.0
4860,Magadi Road,1116.0,2.0,50.0,2.0
4862,Magadi Road,884.0,2.0,41.1,2.0
4863,Magadi Road,1005.0,2.0,55.78,2.0
4864,Magadi Road,1000.0,2.0,46.5,2.0
4865,Magadi Road,1500.0,2.0,93.0,4.0
4867,Magadi Road,1345.0,2.0,55.0,2.0
4869,Magadi Road,5000.0,6.0,360.0,5.0
4870,Magadi Road,1116.0,2.0,51.89,2.0
4871,Magadi Road,1052.0,2.0,60.0,3.0
4872,Magadi Road,940.0,2.0,50.0,2.0
4873,Magadi Road,1318.0,2.0,68.0,3.0
4875,Magadi Road,884.0,2.0,48.0,2.0
4877,Mahadevpura,1150.0,2.0,52.0,2.0
4878,Mahadevpura,1250.0,2.0,52.0,2.0
4879,Mahadevpura,1260.0,2.0,57.6,2.0
4880,Mahadevpura,730.0,1.0,35.0,1.0
4881,Mahadevpura,1434.0,2.0,67.39,3.0
4882,Mahadevpura,1146.0,2.0,53.8,2.0
4883,Mahadevpura,1532.0,2.0,62.0,2.0
4884,Mahadevpura,1620.0,2.0,76.0,3.0
4885,Mahadevpura,1136.0,2.0,64.5,2.0
4886,Mahadevpura,1400.0,2.0,65.8,3.0
4887,Mahadevpura,1137.0,2.0,53.4,2.0
4888,Mahadevpura,1601.0,3.0,95.0,3.0
4889,Mahadevpura,1450.0,3.0,75.0,3.0
4890,Mahadevpura,1152.0,2.0,54.0,2.0
4891,Mahadevpura,1212.0,2.0,56.9,2.0
4893,Mahadevpura,1505.0,3.0,78.0,3.0
4894,Mahadevpura,1500.0,2.0,70.0,3.0
4895,Mahadevpura,1236.0,2.0,58.0,2.0
4896,Mahadevpura,1236.0,2.0,58.0,2.0
4897,Mahadevpura,1120.0,2.0,53.0,2.0
4898,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
4899,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
4900,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
4901,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
4902,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
4903,Mallasandra,1665.0,3.0,95.0,3.0
4904,Mallasandra,1665.0,3.0,86.58,3.0
4905,Mallasandra,1340.0,2.0,61.0,2.0
4906,Mallasandra,1325.0,2.0,70.0,2.0
4907,Mallasandra,1665.0,3.0,86.91,3.0
4908,Mallasandra,1325.0,2.0,70.0,2.0
4909,Mallasandra,905.0,2.0,40.0,2.0
4910,Mallasandra,1325.0,2.0,65.0,2.0
4911,Mallasandra,1325.0,2.0,73.0,2.0
4912,Mallasandra,1565.0,2.0,69.0,2.0
4913,Mallasandra,905.0,2.0,35.0,2.0
4915,Mallasandra,1100.0,2.0,76.3,3.0
4916,Malleshpalya,1140.0,2.0,46.5,2.0
4917,Malleshpalya,1225.0,2.0,46.86,2.0
4919,Malleshpalya,1052.0,2.0,50.0,2.0
4920,Malleshpalya,1405.0,2.0,77.0,3.0
4921,Malleshpalya,1065.0,2.0,50.0,2.0
4922,Malleshpalya,1210.0,2.0,55.0,2.0
4924,Malleshpalya,1060.0,2.0,40.0,2.0
4925,Malleshpalya,1430.0,2.0,69.5,3.0
4926,Malleshpalya,1421.0,2.0,90.0,2.0
4927,Malleshpalya,1245.0,2.0,55.0,2.0
4928,Malleshpalya,1200.0,2.0,46.0,2.0
4929,Malleshpalya,1225.0,2.0,52.0,2.0
4930,Malleshwaram,705.0,1.0,67.0,1.0
4931,Malleshwaram,12000.0,7.0,2200.0,7.0
4932,Malleshwaram,2500.0,5.0,325.0,4.0
4933,Malleshwaram,2006.0,3.0,297.0,3.0
4934,Malleshwaram,686.0,1.0,62.5,1.0
4935,Malleshwaram,2475.0,4.0,332.0,3.0
4936,Malleshwaram,2610.0,3.0,399.0,3.0
4937,Malleshwaram,2475.0,4.0,320.0,3.0
4938,Malleshwaram,900.0,2.0,95.0,2.0
4939,Malleshwaram,1420.0,2.0,158.0,2.0
4940,Malleshwaram,2000.0,3.0,250.0,3.0
4941,Malleshwaram,2215.0,3.0,275.0,3.0
4943,Malleshwaram,2475.0,4.0,300.0,3.0
4944,Malleshwaram,2345.0,2.0,293.0,3.0
4946,Malleshwaram,2215.0,4.0,310.0,3.0
4947,Malleshwaram,480.0,1.0,60.0,1.0
4948,Malleshwaram,1290.0,2.0,120.0,2.0
4949,Malleshwaram,2475.0,4.0,326.0,3.0
4950,Malleshwaram,2476.0,3.0,337.0,3.0
4951,Malleshwaram,900.0,2.0,90.0,2.0
4953,Malleshwaram,2050.0,4.0,270.0,3.0
4954,Malleshwaram,900.0,2.0,72.0,2.0
4955,Malleshwaram,620.0,1.0,86.8,1.0
4956,Malleshwaram,600.0,1.0,68.0,2.0
4957,Malleshwaram,2475.0,4.0,337.0,3.0
4958,Malleshwaram,2215.0,3.0,275.0,3.0
4959,Malleshwaram,2215.0,3.0,330.0,3.0
4961,Malleshwaram,1020.0,2.0,80.0,2.0
4962,Malleshwaram,600.0,1.0,90.0,2.0
4963,Malleshwaram,2200.0,3.0,275.0,3.0
4964,Malleshwaram,2475.0,4.0,326.0,3.0
4965,Malleshwaram,1500.0,2.0,140.0,2.0
4966,Malleshwaram,2475.0,4.0,340.0,3.0
4967,Malleshwaram,1400.0,2.0,190.0,2.0
4968,Malleshwaram,2475.0,4.0,300.0,3.0
4969,Malleshwaram,2400.0,3.0,380.0,3.0
4970,Malleshwaram,580.0,1.0,45.0,1.0
4971,Malleshwaram,1410.0,2.0,125.0,2.0
4974,Marathahalli,1220.0,2.0,57.0,2.0
4975,Marathahalli,1200.0,2.0,52.0,2.0
4976,Marathahalli,1200.0,2.0,60.0,2.0
4977,Marathahalli,1933.0,3.0,140.0,3.0
4978,Marathahalli,950.0,2.0,46.96,2.0
4979,Marathahalli,1230.0,2.0,80.0,2.0
4980,Marathahalli,3800.0,4.0,250.0,4.0
4981,Marathahalli,1019.0,2.0,49.85,2.0
4982,Marathahalli,1215.0,2.0,67.0,2.0
4983,Marathahalli,2181.0,3.0,152.0,4.0
4984,Marathahalli,1170.0,2.0,53.0,2.0
4985,Marathahalli,1019.0,2.0,49.86,2.0
4986,Marathahalli,1325.0,2.0,71.55,2.0
4987,Marathahalli,1220.0,2.0,56.5,2.0
4989,Marathahalli,1152.0,2.0,56.0,2.0
4990,Marathahalli,1610.0,3.0,90.0,3.0
4991,Marathahalli,1146.0,2.0,70.0,2.0
4993,Marathahalli,1469.0,3.0,89.0,3.0
4998,Marathahalli,2519.0,5.0,185.0,4.0
5000,Marathahalli,957.0,2.0,46.9,2.0
5001,Marathahalli,1583.0,3.0,105.0,3.0
5002,Marathahalli,2524.0,5.0,190.0,4.0
